DefendantID,BondPowerNumber,PrintDate,LastPaymentDate,TotalBilled,TotalReceived,AccountBalance,BondBalance,CustomersLastName,CustomersFirstName,CustomersSSN,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,CustomersDOB,CustomersPhone,CustomersEMail,CustomerCompleteAddress,CosignersLastName,CosignersFirstName,CosignersSSN,CosignersAddress1,CosignersCity,CosignersState,CosignersZIP,CosignersCompleteAddress,CosignersDOB,CosignersPhone,CosignersEmail,PlanAmount,Frequency,PaymentDueDate,NextPaymentDueAmount,LastPaymentAmount,BondDate,EmployerName,Occupation,EmployerAddress,EmployerCity,EmployerStateID,EmployerZip,EmployerPhone,LengthOfEmployment,OwnerName,InsurerName,Total_Premium,Total_AR,Relationship,BondAmount,FullName
2707814,FCS707-7010065,03/11/2024,09/19/2017,1800,1325,475,475,Moore,Joseph,129-40-4903,3507 2nd St,Austin,TX,73301,08/17/1961,(523) 814-9507,joseph.moore7814@testmail.com,HOME 3507 2nd St Austin TX 73301,Martinez,Elizabeth,287-60-5243,2048 Cherry Ln,Oklahoma City,OK,73101.0,HOME 2048 Cherry Ln Oklahoma City OK 73101,03/03/1967,(613) 555-3205,elizabeth.martinez15628@dummyemail.com,400,Bi-Weekly,2022-05-28,400,319,10/30/2025,Global Services LLC,Plumber,7347 4th St,Philadelphia,PA,19101,(756) 231-8740,6 years,PRIMARY OWNER INC,Liberty Bonds Co.,1500,1418,Friend,150000,Joseph Moore
2707815,FCS498-3843991,07/20/2024,04/02/2023,2000,608,1392,1392,Lee,Jennifer,617-79-1300,1256 Pine Ave,Charlotte,NC,28201,06/04/1954,(772) 743-7258,jennifer.lee7815@emailtest.org,HOME 1256 Pine Ave Charlotte NC 28201,,,,,,,,,,,,300,Bi-Weekly,2024-08-26,300,210,09/22/2024,Acme Corp,Manager,6076 Washington St,San Diego,CA,92101,(975) 905-3929,2 years,PRIMARY OWNER INC,Liberty Bonds Co.,1500,737,Employer,90000,Jennifer Lee
2707816,FCS328-2986756,01/09/2024,04/22/2013,2500,1102,1398,1398,Miller,Susan,197-14-4074,5763 Hillcrest Rd,Boston,MA,2101,10/28/1956,(750) 937-5783,susan.miller7816@testmail.com,HOME 5763 Hillcrest Rd Boston MA 02101,Robinson,Mary,183-71-5623,6170 Birch St,Philadelphia,PA,19101.0,HOME 6170 Birch St Philadelphia PA 19101,04/10/1979,(583) 701-7028,mary.robinson15632@emailtest.org,250,Monthly,2025-05-10,250,226,06/14/2020,Main St Manufacturing,Accountant,8426 Elm St,Seattle,WA,98101,(574) 463-5929,13 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",500,178,Father,150000,Susan Miller
2707817,FCS184-1438640,08/20/2025,12/21/2024,2000,494,1506,1506,Perez,James,392-24-4697,6238 Elm St,Washington,DC,20001,04/01/1987,(421) 824-2405,james.perez7817@emailtest.org,HOME 6238 Elm St Washington DC 20001,,,,,,,,,,,,300,Bi-Weekly,2022-08-02,300,164,03/20/2017,United Legal Group,Accountant,8662 Forest Ave,San Francisco,CA,94101,(200) 763-3643,17 years,OWNER NAME LLC,Liberty Bonds Co.,1500,645,Sister,75000,James Perez
2707818,FCS641-8790729,08/26/2024,11/02/2017,9000,5495,3505,3505,Robinson,Charles,460-76-6941,6279 Birch St,New York,NY,10001,06/04/1968,(479) 701-6090,charles.robinson7818@example.com,HOME 6279 Birch St New York NY 10001,Lewis,Matthew,677-14-3682,6065 Court St,Fort Worth,TX,76101.0,HOME 6065 Court St Fort Worth TX 76101,09/12/1999,(470) 753-5618,matthew.lewis15636@example.com,500,Weekly,2025-06-03,500,185,05/26/2019,Acme Corp,Dietary Aide,192 Elm St,Houston,TX,77001,(805) 704-4699,8 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,900,754,Father,50000,Charles Robinson
2707819,FCS593-7634947,04/28/2024,07/15/2014,1500,1387,113,113,Thomas,Patricia,880-77-4360,9531 Oak St,Fort Worth,TX,76101,09/23/2000,(814) 963-7045,patricia.thomas7819@testmail.com,HOME 9531 Oak St Fort Worth TX 76101,Anderson,William,593-51-1077,9938 Hillcrest Rd,Philadelphia,PA,19101.0,HOME 9938 Hillcrest Rd Philadelphia PA 19101,11/26/1954,(982) 524-8301,william.anderson15638@example.com,400,Monthly,2025-05-13,400,35,01/22/2020,United Legal Group,Mechanic,7513 Lakeview Dr,Oklahoma City,OK,73101,(245) 263-8603,18 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1800,379,Spouse,100000,Patricia Thomas
2707820,FCS592-5896169,06/08/2024,07/15/2019,12000,7630,4370,4370,Harris,Anthony,471-85-2654,768 Oak St,Indianapolis,IN,46201,06/16/1989,(667) 922-8883,anthony.harris7820@example.com,HOME 768 Oak St Indianapolis IN 46201,,,,,,,,,,,,300,Bi-Weekly,2021-09-06,300,267,08/20/2019,United Legal Group,Administrative Assistant,885 Court St,Chicago,IL,60601,(685) 738-5174,13 years,OWNER NAME LLC,National Bonding,500,262,Father,150000,Anthony Harris
2707821,FCS177-3021368,06/11/2025,05/29/2018,1500,1366,134,134,Jones,Linda,165-62-9655,8860 2nd St,Columbus,OH,43085,01/25/1975,(652) 727-1753,linda.jones7821@dummyemail.com,HOME 8860 2nd St Columbus OH 43085,,,,,,,,,,,,150,Monthly,2021-02-24,150,36,11/25/2019,Global Services LLC,Receptionist,4220 Pine Ave,Detroit,MI,48201,(859) 462-5230,20 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,500,328,Mother,75000,Linda Jones
2707822,FCS417-2863981,07/13/2024,05/22/2018,2000,597,1403,1403,Harris,Christopher,231-52-6212,2474 Washington St,Denver,CO,80014,02/15/1989,(858) 910-4503,christopher.harris7822@emailtest.org,HOME 2474 Washington St Denver CO 80014,Thomas,Thomas,533-47-7034,6237 Forest Ave,Houston,TX,77001.0,HOME 6237 Forest Ave Houston TX 77001,10/22/1994,(616) 614-4989,thomas.thomas15644@dummyemail.com,250,Monthly,2021-08-29,250,64,10/07/2023,Global Services LLC,Administrative Assistant,3120 2nd St,Charlotte,NC,28201,(253) 521-1110,17 years,UNITED LEGAL GROUP,ABC Insurance Co.,900,494,Employer,90000,Christopher Harris
2707823,FCS333-4461861,05/25/2025,05/06/2018,1500,66,1434,1434,Johnson,Thomas,484-23-8084,2133 Birch St,Nashville,TN,37201,07/04/1982,(878) 590-1198,thomas.johnson7823@mail.com,HOME 2133 Birch St Nashville TN 37201,,,,,,,,,,,,300,Weekly,2024-01-04,300,138,06/12/2019,St. Francis Sr. Residence (NLE),Construction Worker,2055 Spruce St,Fort Worth,TX,76101,(229) 666-7313,5 years,OWNER NAME LLC,ABC Insurance Co.,1800,336,Sibling,50000,Thomas Johnson
2707824,FCS280-4358627,09/03/2025,02/27/2020,2000,1672,328,328,Jones,Richard,263-90-8408,6894 Birch St,New York,NY,10001,09/21/1998,(972) 504-8615,richard.jones7824@mail.com,HOME 6894 Birch St New York NY 10001,Brown,James,450-12-9946,8078 Main St,Oklahoma City,OK,73101.0,HOME 8078 Main St Oklahoma City OK 73101,09/28/1968,(225) 518-5147,james.brown15648@example.com,300,Bi-Weekly,2022-05-07,300,108,08/12/2025,Acme Corp,Driver,4774 Maple Ave,Dallas,TX,75201,(730) 662-1151,10 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1200,478,Sister,90000,Richard Jones
2707825,FCS915-9919512,04/17/2024,01/23/2018,1800,1042,758,758,Thomas,Jessica,677-10-7372,1251 Washington St,Fort Worth,TX,76101,10/13/1982,(205) 961-3963,jessica.thomas7825@testmail.com,HOME 1251 Washington St Fort Worth TX 76101,,,,,,,,,,,,100,Weekly,2023-06-22,100,31,06/20/2017,United Legal Group,Software Engineer,8721 Forest Ave,Charlotte,NC,28201,(751) 616-9251,8 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",500,162,Spouse,150000,Jessica Thomas
2707826,FCS708-6240082,07/21/2025,04/02/2021,1000,740,260,260,White,Jennifer,158-18-8534,6559 4th St,San Diego,CA,92101,10/25/1972,(495) 695-4225,jennifer.white7826@dummyemail.com,HOME 6559 4th St San Diego CA 92101,Harris,Robert,568-49-7525,2711 Pine Ave,Columbus,OH,43085.0,HOME 2711 Pine Ave Columbus OH 43085,11/03/1955,(304) 857-4193,robert.harris15652@example.com,100,Bi-Weekly,2025-01-24,100,54,01/18/2016,St. Francis Sr. Residence (NLE),Dietary Aide,3481 Walnut St,Chicago,IL,60601,(663) 291-2531,19 years,OWNER NAME LLC,Liberty Bonds Co.,900,527,Mother,100000,Jennifer White
2707827,FCS411-8695134,01/04/2025,04/07/2024,3000,260,2740,2740,Miller,Richard,174-79-5647,8543 Cherry Ln,Oklahoma City,OK,73101,05/10/1981,(821) 417-1140,richard.miller7827@example.com,HOME 8543 Cherry Ln Oklahoma City OK 73101,,,,,,,,,,,,100,Weekly,2022-04-02,100,56,02/08/2025,St. Francis Sr. Residence (NLE),Sales Associate,7736 Elm St,Chicago,IL,60601,(541) 451-3415,0 years,PRIMARY OWNER INC,United Surety,500,181,Employer,90000,Richard Miller
2707828,FCS283-1436687,06/04/2024,12/08/2013,9000,1963,7037,7037,Hernandez,Barbara,860-94-1844,1661 Pine Ave,El Paso,TX,79901,03/06/1974,(267) 685-8104,barbara.hernandez7828@dummyemail.com,HOME 1661 Pine Ave El Paso TX 79901,,,,,,,,,,,,200,Monthly,2025-11-03,200,110,10/27/2024,Acme Corp,Administrative Assistant,2580 Cherry Ln,Los Angeles,CA,90001,(426) 699-4275,3 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",900,210,Father,75000,Barbara Hernandez
2707829,FCS696-4403833,03/16/2024,09/18/2011,12000,7011,4989,4989,Thomas,Elizabeth,292-80-3852,2183 4th St,Nashville,TN,37201,05/18/1982,(211) 511-9184,elizabeth.thomas7829@example.com,HOME 2183 4th St Nashville TN 37201,,,,,,,,,,,,400,Monthly,2021-05-02,400,211,04/09/2024,Acme Corp,Teacher,8366 Lakeview Dr,Austin,TX,73301,(941) 923-7722,5 years,OWNER NAME LLC,Liberty Bonds Co.,1200,906,Co-signer,150000,Elizabeth Thomas
2707830,FCS195-8080084,11/20/2024,08/22/2020,4500,1228,3272,3272,Anderson,Jennifer,658-97-3128,980 4th St,Denver,CO,80014,09/19/1965,(509) 581-7945,jennifer.anderson7830@mail.com,HOME 980 4th St Denver CO 80014,,,,,,,,,,,,250,Monthly,2023-10-29,250,142,07/24/2016,United Legal Group,Retail Clerk,8398 Ridgeway Dr,Nashville,TN,37201,(525) 359-4382,4 years,PRIMARY OWNER INC,United Surety,500,14,Spouse,90000,Jennifer Anderson
2707831,FCS746-1915533,05/30/2024,09/22/2013,12000,4849,7151,7151,Thomas,Daniel,769-69-5629,7507 Court St,Chicago,IL,60601,06/14/1964,(893) 341-7588,daniel.thomas7831@testmail.com,HOME 7507 Court St Chicago IL 60601,Thompson,Lisa,829-16-5893,2043 Elm St,Fort Worth,TX,76101.0,HOME 2043 Elm St Fort Worth TX 76101,03/23/1995,(699) 806-4697,lisa.thompson15662@emailtest.org,250,Bi-Weekly,2025-03-22,250,176,08/18/2022,Acme Corp,Customer Service,7178 Ridgeway Dr,Chicago,IL,60601,(649) 402-6586,17 years,OWNER NAME LLC,National Bonding,500,261,Mother,50000,Daniel Thomas
2707832,FCS216-7387724,02/14/2025,11/01/2018,4500,3753,747,747,Wilson,Thomas,691-99-6034,9910 3rd St,Boston,MA,2101,05/01/1995,(421) 831-4493,thomas.wilson7832@testmail.com,HOME 9910 3rd St Boston MA 02101,Perez,David,724-90-9240,5165 Spruce St,San Antonio,TX,78201.0,HOME 5165 Spruce St San Antonio TX 78201,07/16/1971,(742) 580-9862,david.perez15664@emailtest.org,350,Monthly,2024-03-09,350,82,09/08/2017,Main St Manufacturing,Chef,4903 Elm St,Indianapolis,IN,46201,(330) 640-8938,10 years,OWNER NAME LLC,Liberty Bonds Co.,900,477,Sister,150000,Thomas Wilson
2707833,FCS765-2399311,05/01/2024,06/08/2019,2000,1756,244,244,Robinson,Susan,756-82-3795,6031 Forest Ave,Los Angeles,CA,90001,09/28/1962,(877) 760-3777,susan.robinson7833@testmail.com,HOME 6031 Forest Ave Los Angeles CA 90001,,,,,,,,,,,,150,Monthly,2022-09-05,150,19,07/06/2019,St. Francis Sr. Residence (NLE),Receptionist,3578 Main St,Austin,TX,73301,(373) 372-6879,17 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1200,780,Friend,75000,Susan Robinson
2707834,FCS575-4139641,07/02/2024,05/17/2019,2500,1263,1237,1237,Martin,Richard,573-23-4981,6872 Sunset Blvd,Indianapolis,IN,46201,07/14/1962,(688) 250-5127,richard.martin7834@example.com,HOME 6872 Sunset Blvd Indianapolis IN 46201,Garcia,James,255-28-8337,5677 Oak St,Denver,CO,80014.0,HOME 5677 Oak St Denver CO 80014,06/30/1947,(862) 551-9974,james.garcia15668@dummyemail.com,100,Monthly,2025-09-05,100,63,07/05/2023,St. Francis Sr. Residence (NLE),Customer Service,5188 Court St,Seattle,WA,98101,(438) 643-2664,17 years,UNITED LEGAL GROUP,United Surety,1500,1340,Co-signer,50000,Richard Martin
2707835,FCS330-4949032,04/29/2025,03/24/2017,12000,6997,5003,5003,Anderson,Linda,721-17-2159,9962 Washington St,Nashville,TN,37201,03/12/1997,(314) 344-1778,linda.anderson7835@example.com,HOME 9962 Washington St Nashville TN 37201,,,,,,,,,,,,150,Weekly,2021-05-10,150,91,06/15/2019,United Legal Group,Administrative Assistant,2931 Oak St,Jacksonville,FL,32099,(201) 946-8269,11 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1200,583,Sibling,75000,Linda Anderson
2707836,FCS385-9068590,05/24/2025,04/15/2016,6000,4517,1483,1483,Lee,David,777-94-5587,3259 Elm St,Phoenix,AZ,85001,09/16/1957,(924) 956-5489,david.lee7836@mail.com,HOME 3259 Elm St Phoenix AZ 85001,Anderson,Margaret,230-81-5960,6901 Main St,San Diego,CA,92101.0,HOME 6901 Main St San Diego CA 92101,03/01/1966,(547) 743-3695,margaret.anderson15672@dummyemail.com,250,Bi-Weekly,2021-11-24,250,236,01/21/2023,United Legal Group,Mechanic,7184 4th St,Dallas,TX,75201,(950) 225-8441,15 years,OWNER NAME LLC,Liberty Bonds Co.,1200,168,Sister,150000,David Lee
2707837,FCS732-6049791,11/04/2025,06/23/2020,12000,7175,4825,4825,Johnson,David,349-70-1330,398 Forest Ave,Indianapolis,IN,46201,10/06/1955,(656) 632-8803,david.johnson7837@example.com,HOME 398 Forest Ave Indianapolis IN 46201,,,,,,,,,,,,350,Weekly,2020-11-23,350,189,10/04/2021,Global Services LLC,Plumber,2988 Cherry Ln,San Francisco,CA,94101,(505) 803-3116,7 years,UNITED LEGAL GROUP,Liberty Bonds Co.,900,118,Sibling,90000,David Johnson
2707838,FCS513-8709556,02/16/2024,01/30/2011,2000,642,1358,1358,Jackson,Susan,788-84-2202,5547 Hillcrest Rd,Nashville,TN,37201,05/09/1950,(922) 414-8887,susan.jackson7838@emailtest.org,HOME 5547 Hillcrest Rd Nashville TN 37201,,,,,,,,,,,,150,Weekly,2024-11-05,150,91,04/01/2024,Acme Corp,Retail Clerk,6771 Sunset Blvd,Denver,CO,80014,(618) 780-2839,3 years,PRIMARY OWNER INC,National Bonding,1800,321,Employer,50000,Susan Jackson
2707839,FCS742-5452727,01/15/2025,04/14/2020,12000,2277,9723,9723,Martinez,Mary,783-79-4464,6718 Cedar Ln,Washington,DC,20001,02/17/1973,(981) 379-8592,mary.martinez7839@dummyemail.com,HOME 6718 Cedar Ln Washington DC 20001,Rodriguez,Charles,827-90-4523,1811 Cedar Ln,Washington,DC,20001.0,HOME 1811 Cedar Ln Washington DC 20001,01/08/1947,(334) 750-6367,charles.rodriguez15678@testmail.com,100,Monthly,2024-08-22,100,12,01/29/2024,Global Services LLC,Nurse,7703 Lakeview Dr,Oklahoma City,OK,73101,(688) 841-4033,6 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",500,291,Parent,75000,Mary Martinez
2707840,FCS323-3192875,11/15/2025,08/24/2021,4500,4172,328,328,Thomas,Michael,673-99-9060,6496 Birch St,Austin,TX,73301,07/06/1959,(597) 761-8794,michael.thomas7840@testmail.com,HOME 6496 Birch St Austin TX 73301,,,,,,,,,,,,100,Weekly,2022-08-11,100,69,06/21/2019,Main St Manufacturing,Security Guard,8531 Lakeview Dr,Boston,MA,2101,(397) 584-8168,0 years,PRIMARY OWNER INC,Liberty Bonds Co.,1500,1069,Mother,50000,Michael Thomas
2707841,FCS798-3231710,11/13/2024,12/21/2010,1800,1105,695,695,Garcia,Mark,468-59-2719,6977 4th St,Dallas,TX,75201,01/18/1952,(547) 719-5163,mark.garcia7841@example.com,HOME 6977 4th St Dallas TX 75201,,,,,,,,,,,,150,Bi-Weekly,2024-03-13,150,30,01/22/2024,United Legal Group,Receptionist,6110 Washington St,Fort Worth,TX,76101,(349) 497-7068,6 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1200,242,Sibling,100000,Mark Garcia
2707842,FCS705-3541318,12/12/2024,01/25/2017,2000,1725,275,275,Hernandez,Joseph,417-56-8900,879 Washington St,San Jose,CA,95101,06/28/1966,(494) 572-3575,joseph.hernandez7842@example.com,HOME 879 Washington St San Jose CA 95101,Wilson,James,541-66-4978,717 Oak St,Seattle,WA,98101.0,HOME 717 Oak St Seattle WA 98101,10/22/1949,(890) 298-7911,james.wilson15684@example.com,300,Bi-Weekly,2025-05-15,300,268,06/09/2021,Acme Corp,Accountant,7769 Birch St,New York,NY,10001,(202) 635-4252,5 years,OWNER NAME LLC,Liberty Bonds Co.,500,404,Sibling,50000,Joseph Hernandez
2707843,FCS513-6975014,12/13/2023,10/22/2024,3000,2889,111,111,Rodriguez,Patricia,131-72-6720,9043 Spruce St,Denver,CO,80014,10/03/1972,(433) 702-1267,patricia.rodriguez7843@testmail.com,HOME 9043 Spruce St Denver CO 80014,,,,,,,,,,,,100,Weekly,2025-07-29,100,42,10/25/2020,United Legal Group,Chef,5019 2nd St,El Paso,TX,79901,(262) 226-3001,13 years,PRIMARY OWNER INC,Liberty Bonds Co.,1800,687,Sibling,150000,Patricia Rodriguez
2707844,FCS374-2428494,12/14/2024,06/21/2014,1500,901,599,599,Lewis,Jessica,283-24-5431,9155 Forest Ave,Phoenix,AZ,85001,09/12/1974,(822) 563-9411,jessica.lewis7844@mail.com,HOME 9155 Forest Ave Phoenix AZ 85001,,,,,,,,,,,,150,Monthly,2020-11-17,150,44,08/04/2016,St. Francis Sr. Residence (NLE),Software Engineer,2930 Birch St,San Antonio,TX,78201,(570) 887-6884,3 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1800,326,Friend,90000,Jessica Lewis
2707845,FCS965-7036855,04/14/2025,04/14/2015,1800,289,1511,1511,Martinez,William,657-48-2636,9329 Washington St,Washington,DC,20001,06/29/1952,(432) 294-9692,william.martinez7845@emailtest.org,HOME 9329 Washington St Washington DC 20001,,,,,,,,,,,,300,Monthly,2022-12-17,300,163,04/17/2025,Acme Corp,Driver,9029 Hillcrest Rd,Columbus,OH,43085,(524) 207-8464,3 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1800,1476,Father,75000,William Martinez
2707846,FCS864-4737825,04/03/2024,09/13/2012,1800,1056,744,744,Thompson,Patricia,698-97-3893,7794 Forest Ave,Columbus,OH,43085,07/12/1977,(330) 257-9593,patricia.thompson7846@emailtest.org,HOME 7794 Forest Ave Columbus OH 43085,Clark,Karen,448-96-6862,9437 Hillcrest Rd,Charlotte,NC,28201.0,HOME 9437 Hillcrest Rd Charlotte NC 28201,07/27/1972,(396) 538-2044,karen.clark15692@dummyemail.com,100,Bi-Weekly,2025-06-07,100,76,10/01/2021,Main St Manufacturing,Warehouse Worker,3703 Walnut St,Indianapolis,IN,46201,(828) 588-9263,4 years,OWNER NAME LLC,United Surety,900,531,Mother,100000,Patricia Thompson
2707847,FCS167-5251122,02/11/2025,08/23/2013,6000,2521,3479,3479,Taylor,Daniel,656-78-2067,5681 Cedar Ln,Fort Worth,TX,76101,03/27/1988,(682) 917-1837,daniel.taylor7847@testmail.com,HOME 5681 Cedar Ln Fort Worth TX 76101,,,,,,,,,,,,100,Bi-Weekly,2025-01-24,100,2,07/22/2021,Main St Manufacturing,Teacher,6481 Ridgeway Dr,Philadelphia,PA,19101,(907) 227-7330,14 years,PRIMARY OWNER INC,Liberty Bonds Co.,900,6,Sibling,75000,Daniel Taylor
2707848,FCS260-2917399,04/28/2025,12/23/2013,2500,2359,141,141,Lopez,Elizabeth,430-31-5858,1260 Oak St,Charlotte,NC,28201,06/08/1963,(468) 254-7312,elizabeth.lopez7848@example.com,HOME 1260 Oak St Charlotte NC 28201,,,,,,,,,,,,150,Monthly,2025-07-02,150,37,08/28/2019,St. Francis Sr. Residence (NLE),Mechanic,3882 Forest Ave,New York,NY,10001,(529) 254-4908,3 years,UNITED LEGAL GROUP,National Bonding,1800,774,Sibling,50000,Elizabeth Lopez
2707849,FCS107-5206427,02/24/2024,06/23/2013,2000,77,1923,1923,Moore,John,488-32-8757,5034 Forest Ave,Phoenix,AZ,85001,08/16/1964,(854) 592-1319,john.moore7849@testmail.com,HOME 5034 Forest Ave Phoenix AZ 85001,,,,,,,,,,,,100,Weekly,2024-05-25,100,69,10/19/2025,United Legal Group,Chef,9200 3rd St,Denver,CO,80014,(892) 220-8824,15 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,1800,866,Father,50000,John Moore
2707850,FCS667-2207044,10/04/2025,06/12/2016,6000,4192,1808,1808,Thompson,Sarah,254-95-1883,6736 Lakeview Dr,Seattle,WA,98101,10/24/1967,(455) 775-1603,sarah.thompson7850@mail.com,HOME 6736 Lakeview Dr Seattle WA 98101,,,,,,,,,,,,350,Bi-Weekly,2023-09-03,350,348,09/09/2019,St. Francis Sr. Residence (NLE),Electrician,5599 Cherry Ln,San Antonio,TX,78201,(900) 703-8733,10 years,PRIMARY OWNER INC,National Bonding,500,0,Friend,150000,Sarah Thompson
2707851,FCS792-7089805,08/29/2024,11/24/2022,3000,976,2024,2024,Martinez,Patricia,256-27-3469,6814 Hillcrest Rd,Houston,TX,77001,12/29/1974,(351) 724-2659,patricia.martinez7851@dummyemail.com,HOME 6814 Hillcrest Rd Houston TX 77001,,,,,,,,,,,,100,Bi-Weekly,2022-06-20,100,79,06/02/2020,Main St Manufacturing,Administrative Assistant,8239 Walnut St,San Antonio,TX,78201,(722) 625-4458,0 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1800,1607,Spouse,90000,Patricia Martinez
2707852,FCS543-6248741,04/03/2025,12/25/2017,4500,1428,3072,3072,Brown,Charles,772-17-5389,8798 Elm St,El Paso,TX,79901,04/20/1952,(223) 273-9171,charles.brown7852@dummyemail.com,HOME 8798 Elm St El Paso TX 79901,,,,,,,,,,,,400,Weekly,2021-11-05,400,159,08/06/2016,Global Services LLC,Warehouse Worker,7958 Elm St,Indianapolis,IN,46201,(382) 241-5535,6 years,UNITED LEGAL GROUP,ABC Insurance Co.,1200,799,Employer,100000,Charles Brown
2707853,FCS206-5521053,09/05/2025,01/11/2018,1800,1625,175,175,Garcia,Patricia,297-21-9752,752 Court St,Austin,TX,73301,10/22/1973,(271) 684-8303,patricia.garcia7853@example.com,HOME 752 Court St Austin TX 73301,Smith,Richard,407-79-8781,6614 Maple Ave,Philadelphia,PA,19101.0,HOME 6614 Maple Ave Philadelphia PA 19101,03/08/1948,(243) 813-6624,richard.smith15706@mail.com,200,Weekly,2023-04-14,200,18,06/29/2018,Global Services LLC,Manager,4764 Ridgeway Dr,El Paso,TX,79901,(973) 816-4405,2 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,500,155,Father,100000,Patricia Garcia
2707854,FCS981-6424068,05/31/2025,08/15/2017,1000,474,526,526,Garcia,James,641-80-4196,226 Cherry Ln,Indianapolis,IN,46201,02/02/1953,(473) 844-3736,james.garcia7854@dummyemail.com,HOME 226 Cherry Ln Indianapolis IN 46201,,,,,,,,,,,,150,Monthly,2023-05-18,150,3,10/05/2025,Acme Corp,Software Engineer,8208 Elm St,Indianapolis,IN,46201,(276) 688-7527,3 years,PRIMARY OWNER INC,National Bonding,900,630,Co-signer,50000,James Garcia
2707855,FCS857-9516812,01/15/2024,07/04/2014,6000,4892,1108,1108,White,Matthew,578-66-3796,6659 Spruce St,San Antonio,TX,78201,07/09/1997,(472) 900-2612,matthew.white7855@dummyemail.com,HOME 6659 Spruce St San Antonio TX 78201,,,,,,,,,,,,100,Monthly,2022-02-22,100,61,04/18/2020,Main St Manufacturing,Waiter,9426 Ridgeway Dr,Indianapolis,IN,46201,(752) 762-8146,14 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",500,491,Mother,75000,Matthew White
2707856,FCS962-3923473,12/12/2023,07/02/2025,9000,2697,6303,6303,Jackson,Barbara,695-31-8907,7148 Cherry Ln,San Francisco,CA,94101,08/17/1989,(473) 979-1841,barbara.jackson7856@mail.com,HOME 7148 Cherry Ln San Francisco CA 94101,,,,,,,,,,,,250,Weekly,2025-03-10,250,11,08/18/2022,Acme Corp,Construction Worker,3161 Spruce St,Houston,TX,77001,(879) 983-4457,4 years,OWNER NAME LLC,ABC Insurance Co.,900,18,Spouse,90000,Barbara Jackson
2707857,FCS949-3549218,10/07/2025,03/13/2020,12000,10682,1318,1318,Ramirez,Charles,687-39-9829,4604 2nd St,San Diego,CA,92101,05/03/1998,(498) 302-7286,charles.ramirez7857@example.com,HOME 4604 2nd St San Diego CA 92101,Hernandez,David,301-79-9319,9120 Forest Ave,San Diego,CA,92101.0,HOME 9120 Forest Ave San Diego CA 92101,02/14/1967,(584) 611-6715,david.hernandez15714@dummyemail.com,500,Weekly,2021-02-10,500,233,06/14/2021,United Legal Group,Plumber,5154 Washington St,San Diego,CA,92101,(600) 357-1382,6 years,OWNER NAME LLC,ABC Insurance Co.,1800,1633,Sister,75000,Charles Ramirez
2707858,FCS801-3449216,06/28/2024,12/25/2018,3000,2158,842,842,Harris,Sarah,364-72-8464,4434 Birch St,Phoenix,AZ,85001,04/21/1968,(416) 254-3299,sarah.harris7858@dummyemail.com,HOME 4434 Birch St Phoenix AZ 85001,,,,,,,,,,,,250,Monthly,2025-04-30,250,177,05/18/2020,Main St Manufacturing,Driver,6270 Pine Ave,Jacksonville,FL,32099,(551) 867-3716,7 years,UNITED LEGAL GROUP,National Bonding,1800,1452,Sibling,150000,Sarah Harris
2707859,FCS255-3650737,01/12/2025,03/15/2025,4500,403,4097,4097,Brown,Daniel,781-78-2970,5054 Lakeview Dr,Dallas,TX,75201,05/31/1951,(415) 915-7905,daniel.brown7859@emailtest.org,HOME 5054 Lakeview Dr Dallas TX 75201,,,,,,,,,,,,200,Weekly,2021-02-25,200,123,05/16/2020,United Legal Group,Customer Service,9124 Cedar Ln,San Diego,CA,92101,(446) 552-8594,7 years,OWNER NAME LLC,ABC Insurance Co.,500,294,Co-signer,75000,Daniel Brown
2707860,FCS178-8877064,09/14/2025,03/21/2018,12000,2794,9206,9206,Rodriguez,Jessica,674-33-8085,1271 4th St,Indianapolis,IN,46201,04/18/1982,(938) 505-3281,jessica.rodriguez7860@mail.com,HOME 1271 4th St Indianapolis IN 46201,,,,,,,,,,,,500,Monthly,2022-03-03,500,471,10/30/2016,St. Francis Sr. Residence (NLE),Dietary Aide,5786 Washington St,Indianapolis,IN,46201,(809) 792-4028,8 years,OWNER NAME LLC,United Surety,1500,1330,Sibling,90000,Jessica Rodriguez
