DefendantID,CustomersFirstName,CustomersLastName,CustomersState,AccountBalance
2709231,Anthony,Martinez,TX,1831
2709233,Nancy,Davis,TX,431
2709238,Joseph,Moore,TX,3971
2709241,Barbara,Harris,TX,8952
2709242,Michael,Lopez,TX,495
2709243,Joseph,Thomas,TX,2416
2709244,Anthony,Lopez,TX,5927
2709245,David,Jones,TX,68
2709246,Thomas,Harris,TX,1969
2709257,John,Ramirez,TX,2182
2709259,Sandra,Miller,TX,2828
2709265,Barbara,Smith,TX,4500
2709267,Michael,Smith,TX,769
2709268,Thomas,Thompson,TX,1466
2709271,Charles,Thomas,TX,6853
2709272,Lisa,Johnson,TX,1679
2709282,Mary,Martin,TX,6976
2709284,Christopher,Johnson,TX,482
2709288,Michael,Johnson,TX,188
2709290,Elizabeth,Hernandez,TX,9656
2709291,Jessica,Jackson,TX,6541
2709297,James,Martin,TX,1723
2709300,Barbara,Davis,TX,2031
2709303,Barbara,Brown,TX,5640
2709306,Matthew,Williams,TX,1114
2709309,Matthew,Anderson,TX,657
2709321,Susan,Lopez,TX,2119
2709322,Daniel,Martin,TX,11405
2709323,Nancy,Garcia,TX,1204
2709328,Anthony,Garcia,TX,7592
2709332,Linda,Lopez,TX,614
2709335,John,Lee,TX,896
2709340,Patricia,Brown,TX,2084
2709341,William,Harris,TX,1935
2709349,Richard,Thomas,TX,146
2709353,John,Moore,TX,1770
2709358,Mark,Johnson,TX,7011
2709361,Jessica,Rodriguez,TX,1827
2709363,Anthony,Jones,TX,8413
2709364,John,White,TX,165
2709369,Anthony,Martinez,TX,1254
2709376,Nancy,Perez,TX,6210
2709386,Betty,Clark,TX,6733
2709393,Linda,Lewis,TX,603
2709394,Barbara,Taylor,TX,1660
2709395,Daniel,Wilson,TX,587
2709411,Lisa,Moore,TX,8556
2709414,Jessica,Clark,TX,272
2709418,Daniel,Rodriguez,TX,902
2709420,Jennifer,Sanchez,TX,10421
2709423,Linda,Williams,TX,1874
2709425,Betty,Martinez,TX,417
2709429,James,Clark,TX,223
2709435,Matthew,Perez,TX,580
2709442,Patricia,Williams,TX,539
2709446,Richard,Brown,TX,2316
2709447,Linda,Anderson,TX,421
2709448,Daniel,Perez,TX,827
2709450,Karen,Smith,TX,911
2709451,James,Jackson,TX,1304
2709453,Karen,Thompson,TX,2967
2709454,Sarah,Garcia,TX,578
2709456,Richard,Anderson,TX,3556
2709460,Christopher,Thompson,TX,8439
2709461,Sarah,Jackson,TX,720
2709466,Mark,Lee,TX,1639
2709467,Susan,Davis,TX,5882
2709468,Robert,Johnson,TX,1515
2709474,Patricia,Williams,TX,961
2709476,Michael,Johnson,TX,9112
2709479,Mary,Johnson,TX,9005
2709480,Daniel,Moore,TX,1321
2709482,Lisa,Anderson,TX,306
2709486,James,Thomas,TX,472
2709495,Betty,Garcia,TX,1723
2709499,Nancy,Jones,TX,900
2709502,Sandra,Jones,TX,756
2709506,Matthew,Brown,TX,948
2709513,Lisa,Hernandez,TX,1772
2709519,Patricia,Ramirez,TX,3896
2709522,Lisa,Taylor,TX,1573
2709523,Richard,Martinez,TX,2658
2709524,Nancy,Moore,TX,576
2709526,Thomas,Thompson,TX,2366
2709527,Mary,Garcia,TX,7853
2709533,Margaret,Ramirez,TX,611
2709535,John,Lopez,TX,993
2709540,Patricia,White,TX,2962
2709546,Lisa,Jones,TX,2834
2709549,Susan,Martinez,TX,1545
2709552,Linda,Lopez,TX,1044
2709557,Lisa,Jones,TX,690
2709558,William,Garcia,TX,484
2709560,Elizabeth,Perez,TX,1524
2709567,James,Martinez,TX,3241
2709568,Jennifer,Gonzalez,TX,3978
2709570,David,Harris,TX,3955
2709572,Sandra,Martinez,TX,1217
2709576,Joseph,Williams,TX,762
2709586,James,Thomas,TX,3773
2709591,Matthew,Smith,TX,728
2709594,Christopher,Perez,TX,281
2709596,David,Garcia,TX,6
2709604,Michael,Lee,TX,1158
2709607,John,Sanchez,TX,3008
2709611,Lisa,Moore,TX,248
2709614,Mark,Hernandez,TX,1548
2709615,Nancy,Jackson,TX,1804
2709617,Susan,Robinson,TX,2396
2709618,Thomas,Martin,TX,11076
2709619,Robert,Clark,TX,548
2709628,Christopher,Lewis,TX,2908
2709630,Anthony,Anderson,TX,224
2709651,Betty,White,TX,3838
2709658,Nancy,Lee,TX,209
2709659,Linda,Wilson,TX,813
2709662,Betty,Thompson,TX,1228
2709665,Robert,Jones,TX,1432
2709672,Matthew,Garcia,TX,1966
2709674,Matthew,Thompson,TX,37
2709682,Karen,Davis,TX,1250
2709683,Karen,Ramirez,TX,1830
2709686,Thomas,Davis,TX,6087
2709688,Linda,Robinson,TX,7743
2709691,Thomas,Rodriguez,TX,3848
2709694,Betty,Lopez,TX,630
2709697,Nancy,Sanchez,TX,2360
2709698,Anthony,Perez,TX,8874
2709703,Patricia,Anderson,TX,505
2709707,Betty,Thomas,TX,1156
2709711,Robert,Hernandez,TX,5483
2709713,James,Martin,TX,775
2709721,Linda,Moore,TX,671
2709726,Jennifer,Hernandez,TX,1909
2709728,Christopher,Garcia,TX,2241
2709729,Charles,Martinez,TX,3343
2709732,Jessica,Garcia,TX,4383
2709734,Mark,Jackson,TX,2868
2709745,David,Lewis,TX,951
2709754,William,Davis,TX,8438
2709760,Karen,Jones,TX,4405
2709761,Nancy,Ramirez,TX,3340
2709764,Margaret,White,TX,1788
2709770,David,Thompson,TX,1426
2709773,Lisa,Johnson,TX,701
2709774,Joseph,Williams,TX,776
2709775,Richard,Perez,TX,105
2709776,William,Jones,TX,1416
2709777,Nancy,Taylor,TX,2846
2709778,Christopher,Martinez,TX,1075
2709779,Susan,Martinez,TX,2727
2709786,Elizabeth,Jackson,TX,815
2709789,Mark,Miller,TX,2005
2709792,Karen,Jackson,TX,8808
2709795,Jessica,Anderson,TX,1520
2709797,William,Clark,TX,4165
2709799,Lisa,Hernandez,TX,3519
2709803,Betty,Perez,TX,1376
2709811,Jessica,Miller,TX,526
2709818,Daniel,Thompson,TX,2350
2709819,Barbara,Smith,TX,1442
2709826,Betty,Garcia,TX,541
2709827,Patricia,Jackson,TX,1816
2709833,Karen,Johnson,TX,117
2709834,Matthew,Johnson,TX,61
2709840,John,Davis,TX,10122
2709847,Sarah,Smith,TX,882
2709858,Sarah,Ramirez,TX,2034
2709861,Joseph,Lopez,TX,155
2709864,Robert,Garcia,TX,8117
2709891,William,Clark,TX,528
2709898,Anthony,Smith,TX,5487
2709902,Thomas,Rodriguez,TX,1824
2709906,Mary,Rodriguez,TX,11046
2709907,Daniel,Smith,TX,6025
2709912,Patricia,Harris,TX,1383
2709919,Michael,Thomas,TX,8032
2709930,Susan,Williams,TX,2335
2709935,James,Davis,TX,1918
2709940,Barbara,Moore,TX,668
2709941,Michael,Robinson,TX,8756
2709942,Richard,Wilson,TX,1295
2709945,Joseph,Thomas,TX,2098
2709947,Barbara,Ramirez,TX,1041
2709953,Margaret,Garcia,TX,2916
2709958,Nancy,Rodriguez,TX,2817
2709962,Robert,Williams,TX,1308
2709968,Joseph,Garcia,TX,1013
2709969,Lisa,Lee,TX,5740
2709970,James,Thomas,TX,8363
2709979,Mary,Taylor,TX,106
2709981,Mark,Smith,TX,2879
2709986,Linda,Miller,TX,2
2709989,Anthony,Lee,TX,1340
2709990,Jessica,Lee,TX,1121
2709991,John,Brown,TX,1557
2709997,Lisa,Wilson,TX,1802
2710000,Elizabeth,White,TX,648
