DefendantID,CustomersFirstName,CustomersLastName,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,TotalBilled,TotalReceived,AccountBalance
2704288,Jennifer,Lee,6633 Lakeview Dr,Houston,TX,77001,2500,283,2217
2704293,Patricia,Rodriguez,1150 Spruce St,El Paso,TX,79901,6000,795,5205
2704296,Patricia,Robinson,9378 Cedar Ln,Houston,TX,77001,9000,910,8090
2704302,Thomas,Sanchez,9369 Washington St,Dallas,TX,75201,1800,1107,693
2704303,Jennifer,Rodriguez,5840 Cherry Ln,El Paso,TX,79901,6000,2318,3682
2704305,Sandra,Robinson,8911 Spruce St,San Antonio,TX,78201,1000,834,166
2704306,Barbara,Martinez,4132 Maple Ave,San Antonio,TX,78201,3000,2092,908
2704307,Jessica,Lewis,9846 Main St,Houston,TX,77001,9000,1036,7964
2704315,Anthony,Garcia,2082 Forest Ave,Houston,TX,77001,3000,607,2393
2704316,Jennifer,Perez,5673 Main St,Fort Worth,TX,76101,1000,442,558
2704320,Robert,Smith,2236 Hillcrest Rd,Houston,TX,77001,9000,2071,6929
2704322,Karen,Clark,9164 Court St,El Paso,TX,79901,6000,2996,3004
2704328,James,Rodriguez,470 Sunset Blvd,Houston,TX,77001,12000,8140,3860
2704329,Christopher,Thompson,6335 Oak St,Fort Worth,TX,76101,9000,5672,3328
2704331,Nancy,Sanchez,6472 Hillcrest Rd,San Antonio,TX,78201,9000,5320,3680
2704332,Betty,Taylor,5678 Main St,Houston,TX,77001,1000,716,284
2704335,Lisa,Harris,9261 Walnut St,Houston,TX,77001,1800,253,1547
2704338,Richard,Martinez,9700 Spruce St,Houston,TX,77001,1500,178,1322
2704340,Mark,Hernandez,2728 Birch St,El Paso,TX,79901,2500,1928,572
2704348,William,Johnson,1084 4th St,Fort Worth,TX,76101,3000,1579,1421
2704349,Karen,Taylor,4249 Spruce St,Fort Worth,TX,76101,2500,879,1621
2704356,Robert,White,9957 Pine Ave,Houston,TX,77001,1000,660,340
2704360,Charles,Clark,8809 Walnut St,Dallas,TX,75201,2500,576,1924
2704363,Margaret,Clark,6001 Lakeview Dr,Austin,TX,73301,3000,2217,783
2704366,Patricia,Garcia,3797 Ridgeway Dr,Austin,TX,73301,3000,1380,1620
2704367,Richard,Jones,7646 Maple Ave,San Antonio,TX,78201,3000,693,2307
2704368,Linda,Jackson,3222 Forest Ave,Dallas,TX,75201,1800,963,837
2704372,Daniel,Hernandez,7455 Cherry Ln,Houston,TX,77001,4500,1691,2809
2704373,Elizabeth,Davis,1751 Elm St,Houston,TX,77001,1500,1184,316
2704378,John,Ramirez,1221 Spruce St,Austin,TX,73301,2500,631,1869
2704380,Jessica,Thomas,235 Birch St,El Paso,TX,79901,9000,4489,4511
2704385,Margaret,Robinson,6654 Main St,El Paso,TX,79901,2000,1286,714
2704387,John,Moore,8794 Main St,Austin,TX,73301,1800,1357,443
2704395,James,Taylor,3111 2nd St,El Paso,TX,79901,2500,1368,1132
2704403,James,Wilson,8760 2nd St,Fort Worth,TX,76101,3000,2669,331
2704407,James,Perez,5785 Maple Ave,Austin,TX,73301,9000,55,8945
2704412,Jessica,Robinson,2146 Lakeview Dr,El Paso,TX,79901,2500,524,1976
2704419,David,Martin,1353 Spruce St,San Antonio,TX,78201,6000,2578,3422
2704422,Thomas,Lopez,7026 Sunset Blvd,San Antonio,TX,78201,6000,5933,67
2704428,Sandra,Jones,9627 Sunset Blvd,Dallas,TX,75201,12000,8929,3071
2704429,Jessica,Brown,6892 Walnut St,Austin,TX,73301,9000,3956,5044
2704438,Thomas,Wilson,2923 Forest Ave,Dallas,TX,75201,1500,75,1425
2704446,Anthony,Ramirez,668 Pine Ave,Dallas,TX,75201,1000,498,502
2704447,Charles,Thompson,1086 4th St,Austin,TX,73301,2000,812,1188
2704451,John,Perez,2754 Pine Ave,El Paso,TX,79901,3000,1992,1008
2704461,Richard,Thomas,8418 Lakeview Dr,El Paso,TX,79901,2500,2407,93
2704465,Jennifer,Garcia,1883 Forest Ave,San Antonio,TX,78201,12000,8093,3907
2704466,Linda,Jones,486 4th St,El Paso,TX,79901,1500,330,1170
2704468,Betty,Wilson,2894 Walnut St,Austin,TX,73301,6000,5609,391
2704482,Michael,Thomas,2653 Walnut St,San Antonio,TX,78201,1000,933,67
2704484,Joseph,Thompson,7594 Spruce St,San Antonio,TX,78201,2000,1427,573
2704485,Karen,Jones,1855 Court St,Dallas,TX,75201,1500,402,1098
2704487,Mark,Brown,584 Court St,Houston,TX,77001,12000,5978,6022
2704488,Betty,Jones,5809 Birch St,El Paso,TX,79901,2000,1498,502
2704492,Michael,Brown,2519 Elm St,Fort Worth,TX,76101,2000,346,1654
2704494,David,Anderson,767 Maple Ave,Houston,TX,77001,9000,1518,7482
2704500,Nancy,Harris,9319 Cedar Ln,Dallas,TX,75201,2500,2141,359
2704502,Jessica,Thomas,9320 Court St,Fort Worth,TX,76101,2500,1673,827
2704503,Lisa,Harris,5017 Elm St,San Antonio,TX,78201,4500,4156,344
2704506,Sandra,Sanchez,6309 Washington St,Austin,TX,73301,2500,2277,223
2704520,Richard,Martin,7754 4th St,Houston,TX,77001,1500,1005,495
2704522,Mary,Williams,4885 Ridgeway Dr,Dallas,TX,75201,1500,1059,441
2704525,Lisa,Miller,574 Forest Ave,Fort Worth,TX,76101,9000,5485,3515
2704526,Sarah,Hernandez,8269 3rd St,Fort Worth,TX,76101,1500,1205,295
2704536,James,Ramirez,7221 3rd St,Dallas,TX,75201,4500,1072,3428
2704541,Sarah,Williams,4150 Sunset Blvd,Houston,TX,77001,1800,1263,537
2704549,Elizabeth,Lewis,2527 Walnut St,El Paso,TX,79901,3000,1878,1122
2704555,Susan,Sanchez,6536 Ridgeway Dr,Dallas,TX,75201,9000,6989,2011
2704557,Betty,White,2434 Lakeview Dr,El Paso,TX,79901,4500,2900,1600
2704567,David,Moore,7035 Ridgeway Dr,Fort Worth,TX,76101,1500,108,1392
2704568,Margaret,Johnson,2199 Walnut St,Fort Worth,TX,76101,4500,2311,2189
2704570,Linda,Jones,7928 Cedar Ln,Fort Worth,TX,76101,2000,1261,739
2704571,Christopher,Williams,3898 Pine Ave,Fort Worth,TX,76101,6000,4353,1647
2704574,William,Sanchez,4562 Maple Ave,Houston,TX,77001,4500,3374,1126
2704576,Margaret,White,5701 Cherry Ln,Dallas,TX,75201,2500,288,2212
2704578,Lisa,Harris,6840 Ridgeway Dr,San Antonio,TX,78201,3000,2265,735
2704581,Richard,Taylor,4980 2nd St,Houston,TX,77001,3000,1325,1675
2704582,Susan,Johnson,7625 Lakeview Dr,San Antonio,TX,78201,2000,1285,715
2704591,Mary,Davis,486 Court St,Fort Worth,TX,76101,9000,8560,440
2704597,Daniel,Taylor,2648 Birch St,Fort Worth,TX,76101,4500,2306,2194
2704598,Elizabeth,Perez,7400 Walnut St,Dallas,TX,75201,1500,596,904
2704602,Sarah,Martinez,249 Ridgeway Dr,Fort Worth,TX,76101,6000,1772,4228
2704606,Joseph,Sanchez,1114 Sunset Blvd,Fort Worth,TX,76101,9000,7801,1199
2704608,Robert,Ramirez,4052 Cherry Ln,Fort Worth,TX,76101,6000,4836,1164
2704618,Margaret,Robinson,9541 Cedar Ln,Fort Worth,TX,76101,4500,2855,1645
2704619,Joseph,Ramirez,4177 Washington St,Austin,TX,73301,12000,6197,5803
2704625,Anthony,Gonzalez,9248 Oak St,Houston,TX,77001,2500,847,1653
2704643,Robert,Brown,5985 Ridgeway Dr,El Paso,TX,79901,2000,179,1821
2704645,Lisa,Miller,2817 Sunset Blvd,Fort Worth,TX,76101,6000,4688,1312
2704662,Matthew,Perez,8127 Ridgeway Dr,Austin,TX,73301,1800,436,1364
2704667,Anthony,Anderson,8537 Main St,Houston,TX,77001,2000,1574,426
2704669,Anthony,Harris,2454 Ridgeway Dr,Houston,TX,77001,1000,458,542
2704677,Mary,Thomas,788 Maple Ave,Houston,TX,77001,1800,856,944
2704678,Joseph,Anderson,5217 Main St,Fort Worth,TX,76101,6000,2284,3716
2704679,Jessica,Jackson,6283 2nd St,San Antonio,TX,78201,9000,5802,3198
2704681,Anthony,Sanchez,8472 Birch St,Houston,TX,77001,1800,460,1340
2704683,Christopher,Gonzalez,9383 Walnut St,El Paso,TX,79901,9000,3161,5839
2704684,Susan,Rodriguez,9529 Cherry Ln,Houston,TX,77001,1800,54,1746
2704685,Michael,Perez,6984 Ridgeway Dr,Austin,TX,73301,4500,728,3772
2704688,Elizabeth,Gonzalez,1331 Oak St,Houston,TX,77001,2500,85,2415
2704692,Elizabeth,Garcia,1104 Cedar Ln,Fort Worth,TX,76101,1000,86,914
2704694,Margaret,Harris,121 Ridgeway Dr,Fort Worth,TX,76101,2000,264,1736
2704699,Susan,Johnson,4408 3rd St,Fort Worth,TX,76101,1800,630,1170
2704700,Thomas,Jones,9888 3rd St,El Paso,TX,79901,2500,902,1598
2704702,Mark,Smith,1389 4th St,Houston,TX,77001,6000,5413,587
2704703,Nancy,Gonzalez,1195 Birch St,San Antonio,TX,78201,2500,1410,1090
2704704,Thomas,Johnson,9683 2nd St,Houston,TX,77001,3000,1004,1996
2704707,James,Martinez,821 Sunset Blvd,Fort Worth,TX,76101,9000,7950,1050
2704708,Jessica,Smith,6749 Ridgeway Dr,San Antonio,TX,78201,2500,1316,1184
2704711,David,Sanchez,392 3rd St,Dallas,TX,75201,12000,10945,1055
2704715,Matthew,Hernandez,9941 Hillcrest Rd,Fort Worth,TX,76101,9000,1391,7609
2704725,Joseph,Martinez,4652 Court St,El Paso,TX,79901,3000,1585,1415
2704727,Mark,Brown,9291 Elm St,El Paso,TX,79901,12000,2380,9620
2704728,Christopher,Martinez,1440 Forest Ave,Dallas,TX,75201,2500,1428,1072
2704731,Linda,Smith,6252 Oak St,El Paso,TX,79901,6000,3031,2969
2704733,Jessica,Moore,6444 Birch St,Fort Worth,TX,76101,1800,1230,570
2704745,Sandra,Smith,8742 Main St,Austin,TX,73301,1000,275,725
2704747,Thomas,Thompson,4582 4th St,Fort Worth,TX,76101,1500,358,1142
2704748,Joseph,Davis,4038 Lakeview Dr,Fort Worth,TX,76101,1500,1167,333
2704754,James,Anderson,2924 Lakeview Dr,Austin,TX,73301,12000,5348,6652
2704757,Joseph,Garcia,1924 Main St,San Antonio,TX,78201,1800,802,998
2704760,Michael,Martinez,4945 Oak St,Dallas,TX,75201,2500,469,2031
2704762,Betty,Harris,4512 Walnut St,San Antonio,TX,78201,9000,1051,7949
2704763,Matthew,White,4197 Birch St,Fort Worth,TX,76101,1500,1250,250
2704765,Sarah,Lopez,5452 Walnut St,San Antonio,TX,78201,1800,775,1025
2704768,Jessica,Perez,7762 Ridgeway Dr,San Antonio,TX,78201,1800,1724,76
2704770,Anthony,White,2099 Main St,El Paso,TX,79901,4500,152,4348
2704779,Sandra,Johnson,8411 Walnut St,Austin,TX,73301,6000,2136,3864
2704780,Nancy,Garcia,645 4th St,El Paso,TX,79901,9000,6778,2222
2704782,Jennifer,Johnson,9419 2nd St,San Antonio,TX,78201,3000,452,2548
2704786,Susan,Lewis,5885 Oak St,Houston,TX,77001,2000,1288,712
2704788,Joseph,Lee,3115 Ridgeway Dr,Houston,TX,77001,4500,8,4492
2704790,Mark,Wilson,6578 Spruce St,Houston,TX,77001,6000,1530,4470
2704791,Matthew,Martinez,9091 3rd St,Austin,TX,73301,2000,1974,26
2704799,Matthew,Williams,8406 Birch St,Houston,TX,77001,9000,6222,2778
2704801,James,Davis,9282 Elm St,El Paso,TX,79901,2500,1370,1130
2704802,James,Garcia,3489 3rd St,San Antonio,TX,78201,9000,3255,5745
2704803,Sarah,White,5547 Oak St,Fort Worth,TX,76101,4500,934,3566
2704804,Jennifer,Davis,942 4th St,Austin,TX,73301,1000,617,383
2704812,Robert,Lopez,4433 Elm St,San Antonio,TX,78201,1500,85,1415
2704815,David,Clark,5039 Cedar Ln,Fort Worth,TX,76101,1500,653,847
2704816,Barbara,Jones,8504 Hillcrest Rd,Dallas,TX,75201,1500,1180,320
2704821,Elizabeth,Jackson,7304 Forest Ave,Fort Worth,TX,76101,4500,1416,3084
2704823,Patricia,Gonzalez,2286 Ridgeway Dr,Austin,TX,73301,6000,861,5139
2704825,William,Hernandez,7410 Pine Ave,Fort Worth,TX,76101,3000,654,2346
2704830,Margaret,Robinson,5804 Pine Ave,Houston,TX,77001,6000,3426,2574
2704836,Daniel,Anderson,1994 Pine Ave,Fort Worth,TX,76101,12000,11117,883
2704837,David,Moore,8175 Cherry Ln,Austin,TX,73301,12000,7750,4250
2704847,Anthony,White,7585 Elm St,Houston,TX,77001,1000,326,674
2704849,Anthony,Anderson,3620 Walnut St,Fort Worth,TX,76101,12000,2803,9197
2704858,Betty,Robinson,3932 Sunset Blvd,Houston,TX,77001,2000,1061,939
2704859,Sarah,Ramirez,943 Cedar Ln,Dallas,TX,75201,2500,1824,676
2704862,Jessica,Anderson,9631 Washington St,El Paso,TX,79901,12000,10020,1980
2704868,Anthony,Wilson,2605 2nd St,Fort Worth,TX,76101,1500,806,694
2704869,Charles,Jackson,7307 Main St,Houston,TX,77001,9000,8694,306
2704870,Sandra,Lewis,505 Cedar Ln,Houston,TX,77001,1000,56,944
2704875,Elizabeth,Moore,7325 Forest Ave,San Antonio,TX,78201,2500,833,1667
2704876,Lisa,Perez,3133 Lakeview Dr,El Paso,TX,79901,1500,998,502
2704883,Lisa,Martin,9944 Maple Ave,El Paso,TX,79901,2500,849,1651
2704887,Barbara,Robinson,6497 Ridgeway Dr,Austin,TX,73301,3000,893,2107
2704889,John,Davis,8170 Maple Ave,Dallas,TX,75201,12000,3810,8190
2704890,Charles,Lopez,7197 Oak St,Fort Worth,TX,76101,1000,89,911
2704891,Michael,Taylor,2800 Oak St,El Paso,TX,79901,6000,4382,1618
2704893,Margaret,Taylor,7852 Birch St,San Antonio,TX,78201,4500,479,4021
2704896,Anthony,Miller,454 Forest Ave,San Antonio,TX,78201,6000,3010,2990
2704897,Daniel,Williams,9075 Pine Ave,Austin,TX,73301,1500,274,1226
2704904,Jessica,Rodriguez,3301 3rd St,Houston,TX,77001,3000,938,2062
2704906,Elizabeth,White,3419 Birch St,Austin,TX,73301,9000,390,8610
2704907,Margaret,Davis,399 Washington St,Fort Worth,TX,76101,1800,1088,712
2704909,William,Rodriguez,5874 4th St,San Antonio,TX,78201,1800,206,1594
2704915,Nancy,Johnson,1575 2nd St,Fort Worth,TX,76101,2000,1646,354
2704923,Michael,Sanchez,1863 Main St,Fort Worth,TX,76101,2500,2019,481
2704928,Elizabeth,Taylor,8066 Lakeview Dr,Austin,TX,73301,12000,3771,8229
2704929,Joseph,Brown,8045 Cedar Ln,Austin,TX,73301,2000,383,1617
2704933,Karen,Lopez,988 Forest Ave,Austin,TX,73301,12000,4096,7904
2704935,Michael,Davis,2872 Spruce St,El Paso,TX,79901,3000,309,2691
2704938,Elizabeth,Smith,851 Elm St,Houston,TX,77001,1500,902,598
2704941,Thomas,Brown,4935 Ridgeway Dr,San Antonio,TX,78201,6000,1518,4482
2704950,Lisa,Robinson,2497 Walnut St,El Paso,TX,79901,2000,706,1294
2704951,Mark,Martinez,4276 Court St,Dallas,TX,75201,3000,1714,1286
2704953,David,Martinez,4614 Washington St,San Antonio,TX,78201,3000,1757,1243
2704956,David,Miller,9446 Sunset Blvd,Fort Worth,TX,76101,1000,489,511
2704960,Linda,Harris,5652 Lakeview Dr,Dallas,TX,75201,1800,1689,111
2704964,Lisa,Thomas,1195 Cherry Ln,Fort Worth,TX,76101,2500,131,2369
2704965,Mary,Anderson,1987 Cedar Ln,Houston,TX,77001,9000,678,8322
2704967,Karen,Jones,4945 Spruce St,Fort Worth,TX,76101,1800,528,1272
2704989,Thomas,Johnson,5258 Pine Ave,Dallas,TX,75201,1500,160,1340
2704990,David,Johnson,9646 Cedar Ln,Fort Worth,TX,76101,2500,1951,549
2704998,Jessica,Hernandez,6217 Cedar Ln,Dallas,TX,75201,6000,2914,3086
2704999,Mark,Ramirez,5231 2nd St,Austin,TX,73301,2500,26,2474
2705002,Linda,Miller,742 Cherry Ln,San Antonio,TX,78201,1000,120,880
2705003,Sandra,Robinson,957 Washington St,Austin,TX,73301,6000,1436,4564
2705023,John,Taylor,9394 Lakeview Dr,Dallas,TX,75201,6000,4040,1960
2705027,Margaret,Harris,5300 Ridgeway Dr,Dallas,TX,75201,3000,531,2469
2705040,Daniel,Robinson,9872 Oak St,Austin,TX,73301,4500,4042,458
2705043,Richard,Perez,4045 Birch St,San Antonio,TX,78201,6000,3923,2077
2705055,Jennifer,Moore,6794 Ridgeway Dr,Austin,TX,73301,4500,2826,1674
2705060,Jennifer,Sanchez,4561 Maple Ave,San Antonio,TX,78201,3000,1910,1090
2705062,Betty,Garcia,7689 Pine Ave,Dallas,TX,75201,3000,2618,382
2705064,Sarah,Thomas,3763 Ridgeway Dr,El Paso,TX,79901,4500,4257,243
2705065,Jessica,Hernandez,9443 Main St,Dallas,TX,75201,1800,508,1292
2705072,Susan,Martin,1556 Hillcrest Rd,Austin,TX,73301,2000,42,1958
2705078,Margaret,Moore,7966 Maple Ave,San Antonio,TX,78201,3000,2016,984
2705079,Robert,Anderson,2934 Washington St,Houston,TX,77001,2500,2045,455
2705080,Matthew,Johnson,7510 Walnut St,Austin,TX,73301,12000,9763,2237
2705081,Mark,Hernandez,4216 Oak St,Austin,TX,73301,12000,3237,8763
2705083,Thomas,Garcia,1924 Walnut St,San Antonio,TX,78201,3000,2029,971
2705087,Barbara,Jackson,1486 Elm St,Houston,TX,77001,3000,2171,829
2705099,David,Thomas,1326 Cherry Ln,Fort Worth,TX,76101,2000,1695,305
2705102,Linda,Taylor,8741 Washington St,Houston,TX,77001,4500,3989,511
2705106,Michael,Jackson,552 Ridgeway Dr,Dallas,TX,75201,9000,1445,7555
2705107,Sarah,Hernandez,1087 4th St,Dallas,TX,75201,6000,2405,3595
2705108,Mark,Gonzalez,7286 Lakeview Dr,Austin,TX,73301,3000,231,2769
2705110,Barbara,Rodriguez,8222 Washington St,Houston,TX,77001,3000,1405,1595
2705116,Mary,Lewis,2627 4th St,El Paso,TX,79901,1800,577,1223
2705117,Robert,Johnson,8563 Cedar Ln,Dallas,TX,75201,1800,1468,332
2705122,Jennifer,Martinez,2336 Hillcrest Rd,Fort Worth,TX,76101,1800,1104,696
2705131,Charles,Rodriguez,7481 4th St,Fort Worth,TX,76101,9000,155,8845
2705135,Thomas,Johnson,1004 4th St,Austin,TX,73301,1800,938,862
2705141,Linda,Wilson,3491 Birch St,San Antonio,TX,78201,4500,970,3530
2705144,Joseph,Lopez,5134 Maple Ave,Dallas,TX,75201,9000,2201,6799
2705145,Mark,Lewis,184 Hillcrest Rd,El Paso,TX,79901,4500,266,4234
2705151,Susan,Davis,1099 2nd St,El Paso,TX,79901,1000,314,686
2705154,James,Brown,4960 Hillcrest Rd,El Paso,TX,79901,6000,5676,324
2705156,David,Williams,1579 Hillcrest Rd,Austin,TX,73301,2500,699,1801
2705157,Elizabeth,Lopez,392 3rd St,San Antonio,TX,78201,2000,478,1522
2705158,Lisa,Jones,1610 Spruce St,Fort Worth,TX,76101,1500,866,634
2705162,Thomas,Taylor,8241 Pine Ave,Houston,TX,77001,9000,2472,6528
2705163,Margaret,Sanchez,3376 Hillcrest Rd,Houston,TX,77001,3000,2447,553
2705168,Lisa,Harris,1275 Maple Ave,Dallas,TX,75201,1500,1259,241
2705173,James,Anderson,5514 Main St,Dallas,TX,75201,1500,1494,6
2705179,Joseph,Rodriguez,7040 Washington St,El Paso,TX,79901,4500,3257,1243
2705180,Betty,Martin,4636 Elm St,Austin,TX,73301,4500,1728,2772
2705183,James,White,8566 Oak St,Houston,TX,77001,9000,5803,3197
2705184,Nancy,Brown,7744 Hillcrest Rd,San Antonio,TX,78201,2500,2227,273
2705185,Susan,Anderson,6690 Spruce St,Dallas,TX,75201,1500,1080,420
2705195,Christopher,Robinson,9906 Ridgeway Dr,Fort Worth,TX,76101,1500,150,1350
2705199,Jennifer,Martinez,5907 Forest Ave,El Paso,TX,79901,4500,268,4232
2705202,Sarah,Jackson,5352 Washington St,San Antonio,TX,78201,2000,1097,903
2705207,Patricia,Miller,626 Sunset Blvd,Fort Worth,TX,76101,6000,999,5001
2705208,Barbara,Miller,6818 Oak St,Dallas,TX,75201,12000,11363,637
2705210,Sarah,Hernandez,9214 Oak St,San Antonio,TX,78201,6000,2504,3496
2705214,Nancy,Lewis,3657 2nd St,Dallas,TX,75201,1800,1424,376
2705215,Charles,Martinez,8324 3rd St,Austin,TX,73301,4500,2521,1979
2705219,Christopher,Martin,7169 Elm St,San Antonio,TX,78201,12000,9102,2898
2705220,Matthew,Sanchez,6985 Oak St,Dallas,TX,75201,6000,5298,702
2705223,Lisa,Smith,2644 Cherry Ln,San Antonio,TX,78201,12000,6020,5980
2705228,John,Taylor,6883 Maple Ave,Fort Worth,TX,76101,2500,1558,942
2705230,Jennifer,Davis,9596 Forest Ave,El Paso,TX,79901,4500,3477,1023
2705235,Susan,Davis,9673 2nd St,El Paso,TX,79901,1500,1034,466
2705239,Sarah,Brown,3775 Lakeview Dr,Houston,TX,77001,1800,252,1548
2705242,James,Thomas,4346 Ridgeway Dr,El Paso,TX,79901,1800,1265,535
2705244,David,Clark,492 Elm St,Fort Worth,TX,76101,12000,3984,8016
2705249,Joseph,Williams,3292 Washington St,El Paso,TX,79901,4500,1546,2954
2705255,William,Lee,4674 Ridgeway Dr,Dallas,TX,75201,3000,768,2232
2705259,Anthony,Davis,7986 Pine Ave,Houston,TX,77001,9000,3216,5784
2705261,Sandra,Hernandez,4641 3rd St,San Antonio,TX,78201,1000,994,6
2705264,Robert,Thompson,5188 Sunset Blvd,Austin,TX,73301,6000,2998,3002
2705266,Joseph,Smith,8590 Maple Ave,Fort Worth,TX,76101,6000,3635,2365
2705272,Susan,Thomas,176 Forest Ave,Dallas,TX,75201,3000,2919,81
2705281,John,White,8292 Walnut St,San Antonio,TX,78201,9000,8314,686
2705285,Susan,Williams,311 Hillcrest Rd,Austin,TX,73301,6000,429,5571
2705291,Jennifer,Clark,2906 Cherry Ln,El Paso,TX,79901,1000,803,197
2705294,Karen,Davis,7959 Washington St,Houston,TX,77001,9000,5211,3789
2705295,Matthew,Martin,8716 2nd St,Dallas,TX,75201,1500,1285,215
2705300,Sarah,Martinez,9457 Main St,Fort Worth,TX,76101,1000,56,944
2705310,Joseph,Smith,181 Walnut St,El Paso,TX,79901,12000,3439,8561
2705312,Karen,Brown,9375 Pine Ave,Austin,TX,73301,1500,890,610
2705319,Jessica,Jackson,5288 Hillcrest Rd,El Paso,TX,79901,6000,4202,1798
2705325,Sandra,Thomas,8077 Oak St,Dallas,TX,75201,9000,7607,1393
2705326,Sarah,Robinson,9791 Cherry Ln,Houston,TX,77001,4500,1818,2682
2705329,Margaret,Thomas,2742 Hillcrest Rd,Austin,TX,73301,4500,2754,1746
2705335,Sandra,Thompson,776 Cedar Ln,Dallas,TX,75201,12000,8863,3137
2705339,Jessica,Jones,798 Washington St,El Paso,TX,79901,12000,484,11516
2705341,Richard,Anderson,9440 Spruce St,El Paso,TX,79901,12000,6755,5245
2705344,Jessica,Ramirez,4154 Walnut St,El Paso,TX,79901,1800,1572,228
2705345,Barbara,Lopez,8614 Cedar Ln,Fort Worth,TX,76101,6000,1979,4021
2705348,Joseph,Lopez,2861 2nd St,El Paso,TX,79901,2500,1622,878
2705349,Betty,Rodriguez,5372 Cedar Ln,Fort Worth,TX,76101,1500,313,1187
2705350,Sandra,Smith,9666 Pine Ave,San Antonio,TX,78201,1500,1004,496
2705361,Sarah,Johnson,9316 Cherry Ln,Houston,TX,77001,9000,3321,5679
2705372,Margaret,Hernandez,6805 Lakeview Dr,Houston,TX,77001,1500,927,573
2705383,Karen,Lee,4625 Elm St,El Paso,TX,79901,2000,40,1960
2705384,Christopher,Lopez,1324 Maple Ave,El Paso,TX,79901,1800,558,1242
2705388,Christopher,Perez,616 3rd St,Dallas,TX,75201,1000,713,287
2705391,Nancy,Martin,7154 Hillcrest Rd,Fort Worth,TX,76101,2000,1713,287
2705392,Anthony,Thompson,7386 Pine Ave,San Antonio,TX,78201,2000,764,1236
2705403,Nancy,Lewis,3136 Oak St,Dallas,TX,75201,2000,1562,438
2705404,Lisa,Miller,6701 Cherry Ln,Austin,TX,73301,1000,585,415
2705406,Thomas,Garcia,3862 2nd St,San Antonio,TX,78201,1000,289,711
2705409,Richard,Davis,9845 Main St,Austin,TX,73301,4500,512,3988
2705412,Elizabeth,Lopez,8337 Hillcrest Rd,Austin,TX,73301,1000,480,520
2705417,Karen,Robinson,7391 Hillcrest Rd,Fort Worth,TX,76101,3000,2816,184
2705418,Barbara,Sanchez,2140 Oak St,San Antonio,TX,78201,2000,1483,517
2705419,Margaret,Rodriguez,3375 3rd St,El Paso,TX,79901,9000,7083,1917
2705427,Jessica,Moore,8417 Walnut St,Austin,TX,73301,12000,1085,10915
2705428,Robert,Gonzalez,5057 Main St,Fort Worth,TX,76101,1800,52,1748
2705429,Richard,Thomas,3482 Birch St,Dallas,TX,75201,1800,1700,100
2705430,Betty,Anderson,9296 Walnut St,San Antonio,TX,78201,4500,718,3782
2705436,Thomas,Martinez,1340 Pine Ave,Fort Worth,TX,76101,3000,903,2097
2705438,Sandra,Clark,3055 2nd St,Austin,TX,73301,6000,5994,6
2705441,James,Lopez,3971 Pine Ave,Austin,TX,73301,2000,545,1455
2705444,Charles,Gonzalez,5767 2nd St,El Paso,TX,79901,3000,1760,1240
2705452,Michael,Moore,2656 Sunset Blvd,San Antonio,TX,78201,12000,2822,9178
2705453,Nancy,Martinez,4111 Washington St,Austin,TX,73301,4500,669,3831
2705454,James,Davis,6528 Birch St,Fort Worth,TX,76101,2500,2034,466
2705455,Linda,Perez,8918 3rd St,Houston,TX,77001,3000,2194,806
2705459,Sarah,Jones,9556 Cedar Ln,El Paso,TX,79901,1000,740,260
2705461,David,Brown,5755 Lakeview Dr,El Paso,TX,79901,6000,1138,4862
2705469,Jessica,Clark,155 3rd St,Fort Worth,TX,76101,4500,2591,1909
2705476,Susan,Hernandez,5389 Spruce St,Austin,TX,73301,6000,3253,2747
2705477,Margaret,Robinson,2479 Ridgeway Dr,Dallas,TX,75201,1800,1026,774
2705478,Patricia,Martin,4918 Oak St,Austin,TX,73301,1000,465,535
2705488,Margaret,Williams,114 Birch St,Houston,TX,77001,3000,2287,713
2705497,Michael,Johnson,8616 Lakeview Dr,El Paso,TX,79901,6000,2324,3676
2705501,Sandra,Moore,8634 Lakeview Dr,El Paso,TX,79901,1800,158,1642
2705503,Sandra,Martin,4570 Pine Ave,El Paso,TX,79901,2000,313,1687
2705508,Matthew,Anderson,6958 Walnut St,Austin,TX,73301,6000,733,5267
2705510,Susan,Harris,3447 Ridgeway Dr,Houston,TX,77001,1000,372,628
2705511,Sandra,Johnson,2941 Court St,Austin,TX,73301,1800,759,1041
2705512,Mary,Rodriguez,8968 Elm St,Houston,TX,77001,1500,514,986
2705517,William,Thompson,4246 3rd St,Dallas,TX,75201,12000,3750,8250
2705519,Mary,Williams,200 Spruce St,Fort Worth,TX,76101,6000,3773,2227
2705520,William,Perez,6797 Walnut St,Houston,TX,77001,1000,320,680
2705523,Susan,Lewis,4759 Cherry Ln,Austin,TX,73301,2500,126,2374
2705527,Margaret,Moore,4025 Elm St,Dallas,TX,75201,2000,1578,422
2705528,Thomas,Brown,8028 4th St,Austin,TX,73301,4500,3798,702
2705529,Richard,Harris,1707 Sunset Blvd,Fort Worth,TX,76101,2000,1599,401
2705530,William,Sanchez,5713 Walnut St,Houston,TX,77001,1500,709,791
2705532,Lisa,Ramirez,9801 Walnut St,Austin,TX,73301,9000,5884,3116
